Student_ID,Attendance_Rate,Study_Hours,Previous_Scores,Internet_Access,Result
8516,82.0,9.2,61.3,Yes,Fail
8517,100.0,1.1,88.4,Yes,Pass
8518,71.3,7.3,77.2,Yes,Pass
8519,39.3,4.7,65.3,Yes,Fail
8520,85.1,5.6,84.1,Yes,Fail
8521,89.8,4.4,90.4,Yes,Pass
8522,51.2,10.1,66.3,Yes,Pass
8523,77.6,5.4,72.0,Yes,Pass
8524,,3.1,69.7,Yes,Fail
8525,73.9,4.7,74.3,Yes,Pass
8526,63.1,3.0,63.9,Yes,Fail
8527,90.2,2.3,83.9,Yes,Fail
8528,68.9,8.6,69.5,Yes,Fail
8529,52.7,3.0,70.5,Yes,Fail
8530,44.3,0.8,62.6,Yes,Fail
8531,93.9,5.7,91.4,No,Pass
8532,84.2,3.1,86.5,Yes,Pass
8533,76.3,11.4,76.4,Yes,Pass
8534,68.4,6.3,73.0,Yes,Pass
8535,67.1,11.0,78.6,Yes,Pass
8536,58.9,7.2,93.9,Yes,Pass
8537,68.5,8.8,64.4,Yes,Pass
8538,43.2,5.4,62.0,Yes,Fail
8539,64.0,7.5,60.0,Yes,Pass
8540,70.3,2.1,74.9,Yes,Pass
8541,84.1,7.2,75.3,No,Pass
8542,74.4,1.2,76.0,Yes,Fail
8543,86.9,4.0,85.0,Yes,Pass
8544,95.2,2.6,82.7,Yes,Pass
8545,90.9,5.0,67.6,Yes,Pass
8546,82.1,2.9,95.3,No,Pass
8547,75.2,1.3,86.0,Yes,Fail
8548,60.3,1.2,68.8,Yes,Fail
8549,,1.4,74.1,Yes,Pass
8550,100.0,5.1,90.9,No,Pass
8551,80.1,5.2,83.7,Yes,Pass
8552,100.0,2.9,97.7,Yes,Pass
8553,52.1,5.8,74.7,Yes,Fail
8554,57.7,3.7,79.4,Yes,Fail
8555,87.8,5.5,66.5,No,Pass
8556,79.0,4.1,76.5,Yes,Fail
8557,94.7,7.4,97.3,Yes,Pass
8558,74.8,2.0,68.2,Yes,Pass
8559,62.0,0.7,83.2,Yes,Fail
8560,71.8,3.7,94.0,No,Pass
8561,,4.5,77.9,Yes,Fail
8562,58.1,1.7,75.7,Yes,Pass
8563,89.6,1.9,80.3,Yes,Fail
8564,88.1,6.2,86.9,No,Pass
8565,80.4,6.3,66.7,Yes,Pass
8566,49.2,3.6,56.8,Yes,Fail
8567,69.6,0.9,67.7,Yes,Fail
8568,56.6,6.0,68.9,Yes,Pass
8569,92.6,4.4,82.4,Yes,Pass
8570,66.2,2.6,75.7,No,Pass
8571,58.7,7.9,78.1,Yes,Pass
8572,,0.3,70.6,Yes,Fail
8573,65.4,4.0,74.2,Yes,Fail
8574,97.3,6.1,84.5,No,Pass
8575,64.0,1.3,73.9,Yes,Fail
8576,54.0,1.1,73.9,Yes,Fail
8577,42.7,12.1,70.6,Yes,Pass
8578,74.5,6.3,84.0,Yes,Pass
8579,66.6,10.1,77.4,Yes,Pass
8580,53.6,7.5,52.6,Yes,Fail
8581,92.8,5.2,75.6,No,Pass
8582,85.0,13.2,74.3,Yes,Pass
8583,74.6,4.8,80.9,Yes,Pass
8584,95.5,3.7,74.8,Yes,Fail
8585,84.9,7.5,85.8,Yes,Pass
8586,62.7,8.0,74.0,Yes,Pass
8587,59.4,5.7,50.3,No,Pass
8588,87.3,2.6,72.8,Yes,Fail
8589,80.9,7.5,90.9,Yes,Pass
8590,77.5,2.6,85.7,Yes,Pass
8591,62.3,4.2,62.6,Yes,Fail
8592,,1.9,71.7,No,Pass
8593,63.7,2.0,47.3,No,Fail
8594,73.5,3.6,91.5,Yes,Pass
8595,96.7,5.3,88.8,No,Pass
8596,65.1,12.8,91.4,Yes,Pass
8597,,2.4,63.8,Yes,Fail
8598,59.2,4.4,72.4,Yes,Pass
8599,89.9,3.8,93.9,Yes,Pass
8600,78.8,5.4,95.8,Yes,Pass
8601,,3.2,81.6,Yes,Pass
8602,67.4,6.4,73.7,Yes,Pass
8603,82.3,1.8,81.4,Yes,Fail
8604,62.3,4.1,60.7,No,Fail
8605,79.6,5.2,76.0,Yes,Pass
8606,64.0,8.3,72.5,Yes,Pass
8607,61.5,6.4,84.6,No,Pass
8608,65.4,4.0,68.4,No,Pass
8609,69.4,2.0,85.3,Yes,Fail
8610,74.3,13.9,76.3,Yes,Pass
8611,78.5,2.3,91.7,No,Fail
8612,19.7,1.4,56.6,Yes,Fail
8613,62.9,2.5,77.5,Yes,Pass
8614,69.1,1.1,84.3,Yes,Pass
8615,97.6,5.2,97.1,Yes,Pass
8616,58.8,4.0,80.0,Yes,Pass
8617,77.4,3.4,100.0,Yes,Pass
8618,97.4,3.7,100.0,Yes,Pass
8619,55.3,2.6,72.3,Yes,Pass
8620,80.9,0.6,76.0,Yes,Pass
8621,63.0,7.6,75.2,Yes,Pass
8622,67.4,2.8,54.4,No,Fail
8623,63.0,1.2,79.8,No,Fail
8624,64.0,0.8,61.4,Yes,Fail
8625,100.0,9.5,100.0,Yes,Pass
8626,87.7,3.1,100.0,Yes,Pass
8627,91.5,3.0,71.2,Yes,Fail
8628,82.4,5.6,80.7,Yes,Pass
8629,,2.6,54.8,Yes,Fail
8630,80.9,1.1,63.2,Yes,Fail
8631,91.1,2.4,84.5,No,Pass
8632,62.2,4.8,77.5,Yes,Fail
8633,89.5,2.4,92.3,No,Pass
8634,85.6,2.0,84.3,Yes,Fail
8635,100.0,1.6,73.4,Yes,Fail
8636,68.7,5.3,75.6,Yes,Pass
8637,58.5,4.7,54.3,Yes,Fail
8638,69.6,5.8,60.5,No,Fail
8639,96.5,3.4,78.3,Yes,Pass
8640,47.6,2.8,74.3,Yes,Fail
8641,44.0,2.1,67.5,Yes,Fail
8642,76.3,3.1,81.4,No,Fail
8643,68.4,0.8,65.6,Yes,Fail
8644,75.1,4.9,73.7,Yes,Pass
8645,89.2,2.9,70.9,Yes,Fail
8646,66.7,8.2,87.0,No,Pass
8647,46.9,3.8,85.4,Yes,Pass
8648,,0.6,95.6,Yes,Pass
8649,60.0,4.5,77.3,Yes,Pass
8650,59.1,14.1,68.0,Yes,Pass
8651,91.6,5.3,69.6,Yes,Fail
8652,69.2,6.8,66.2,Yes,Pass
8653,74.0,8.8,72.3,Yes,Pass
8654,82.2,1.9,77.2,No,Fail
8655,91.3,3.5,79.5,Yes,Fail
8656,70.0,2.0,75.5,Yes,Pass
8657,97.8,6.3,80.4,Yes,Pass
8658,43.0,2.0,83.2,Yes,Fail
8659,86.4,3.4,69.5,Yes,Pass
8660,62.4,6.6,80.1,Yes,Pass
8661,95.6,6.2,85.2,Yes,Fail
8662,77.1,4.4,83.2,Yes,Pass
8663,64.9,8.8,77.5,Yes,Pass
8664,84.9,6.6,84.0,Yes,Pass
8665,88.4,2.4,72.9,Yes,Pass
8666,84.6,1.1,79.0,Yes,Pass
8667,59.6,1.8,71.5,Yes,Pass
8668,67.7,6.9,74.9,Yes,Pass
8669,74.9,5.2,67.2,Yes,Fail
8670,74.4,8.9,90.1,No,Pass
8671,86.2,5.6,58.2,Yes,Pass
8672,44.8,6.7,59.9,Yes,Fail
8673,80.0,4.9,70.8,Yes,Pass
8674,70.7,2.4,77.2,Yes,Fail
8675,62.4,2.3,81.4,Yes,Pass
8676,63.9,1.8,57.9,Yes,Fail
8677,71.8,2.4,99.4,Yes,Pass
8678,21.0,9.0,52.5,Yes,Fail
8679,64.5,6.1,76.1,No,Pass
8680,61.9,3.4,56.6,Yes,Fail
8681,83.0,5.3,81.0,Yes,Pass
8682,62.9,5.3,81.2,Yes,Pass
8683,71.8,9.6,78.0,Yes,Pass
8684,98.1,3.2,90.5,Yes,Pass
8685,89.9,4.7,84.4,Yes,Pass
8686,88.5,6.8,70.5,Yes,Pass
8687,67.5,2.3,59.9,No,Fail
8688,83.1,10.1,93.2,Yes,Pass
8689,71.5,6.5,84.6,Yes,Pass
8690,72.1,1.8,86.4,No,Pass
8691,81.1,12.4,72.3,Yes,Pass
8692,66.0,8.8,71.4,Yes,Pass
8693,97.4,6.0,100.0,Yes,Pass
8694,72.6,0.7,64.0,No,Pass
8695,84.3,2.7,93.4,Yes,Pass
8696,96.8,4.4,82.5,Yes,Pass
8697,90.5,4.7,76.7,Yes,Pass
8698,53.9,4.2,66.6,Yes,Pass
8699,81.7,1.4,69.7,No,Fail
8700,87.8,3.3,64.9,Yes,Fail
8701,88.4,3.6,85.0,Yes,Fail
8702,58.3,0.5,74.5,No,Pass
8703,65.1,5.9,84.7,Yes,Pass
8704,89.9,10.9,91.0,Yes,Pass
8705,63.6,3.7,91.5,Yes,Pass
8706,70.5,6.0,88.9,No,Pass
8707,98.6,1.8,96.7,Yes,Pass
8708,74.3,5.1,81.8,Yes,Fail
8709,64.1,5.2,84.4,No,Pass
8710,61.8,8.2,48.8,Yes,Fail
8711,80.0,9.3,75.2,Yes,Pass
8712,55.0,6.0,48.9,No,Fail
8713,71.3,2.4,82.3,Yes,Pass
8714,80.0,2.3,72.6,Yes,Pass
8715,94.5,9.2,100.0,Yes,Pass
8716,85.0,1.5,77.3,Yes,Pass
8717,64.3,2.7,73.2,Yes,Fail
8718,92.7,5.7,82.3,Yes,Pass
8719,,10.6,70.4,Yes,Pass
8720,56.5,11.2,55.8,No,Pass
8721,72.4,0.4,63.4,Yes,Pass
8722,96.6,5.0,66.5,Yes,Pass
8723,77.5,3.9,84.2,Yes,Pass
8724,75.2,2.1,73.4,Yes,Fail
8725,99.6,0.3,100.0,Yes,Pass
8726,53.5,3.9,54.3,Yes,Fail
8727,55.7,1.5,82.6,No,Fail
8728,50.8,5.5,81.1,Yes,Fail
8729,80.6,4.2,93.1,Yes,Fail
8730,77.5,0.7,81.1,No,Fail
8731,98.1,3.4,85.7,Yes,Pass
8732,78.7,1.1,92.1,No,Pass
8733,68.9,4.8,66.5,Yes,Pass
8734,,6.4,80.2,Yes,Pass
8735,76.8,3.0,78.0,Yes,Fail
8736,49.9,8.9,56.0,No,Fail
8737,100.0,4.9,92.8,Yes,Pass
8738,82.8,4.1,88.8,Yes,Pass
8739,78.2,4.2,69.8,Yes,Fail
8740,84.2,3.4,86.7,Yes,Pass
8741,85.6,3.3,60.5,Yes,Pass
8742,72.9,1.4,66.0,Yes,Pass
8743,65.5,10.2,68.2,Yes,Pass
8744,84.0,3.4,85.6,Yes,Pass
8745,80.8,11.2,89.1,Yes,Pass
8746,62.9,6.3,72.3,Yes,Pass
8747,96.3,3.7,93.8,Yes,Pass
8748,79.4,4.4,78.1,Yes,Pass
8749,85.9,6.4,87.0,No,Pass
8750,95.9,7.7,91.5,Yes,Pass
8751,75.3,4.1,72.6,No,Fail
8752,79.8,7.2,76.3,No,Pass
8753,87.2,6.2,89.6,Yes,Pass
8754,64.1,6.4,90.2,Yes,Pass
8755,75.8,7.2,90.0,No,Pass
8756,76.9,2.6,67.2,Yes,Fail
8757,60.7,9.5,59.1,Yes,Fail
8758,100.0,5.2,84.6,Yes,Pass
8759,53.9,7.6,67.9,Yes,Fail
8760,,4.0,68.2,Yes,Fail
8761,94.7,4.8,99.8,Yes,Pass
8762,85.7,2.6,95.8,No,Pass
8763,,1.7,69.9,No,Fail
8764,84.1,3.6,79.8,Yes,Pass
8765,97.0,6.6,93.7,Yes,Pass
8766,74.5,2.6,87.9,Yes,Pass
8767,100.0,1.0,95.5,Yes,Pass
8768,49.1,8.5,60.2,Yes,Pass
8769,85.4,1.5,76.6,Yes,Pass
8770,,5.1,75.1,Yes,Pass
8771,88.4,12.1,86.1,Yes,Pass
8772,71.9,20.0,82.2,Yes,Pass
8773,70.6,3.7,82.6,Yes,Pass
8774,81.7,8.5,92.4,Yes,Pass
8775,87.2,5.2,98.4,Yes,Pass
8776,84.0,1.9,68.3,Yes,Fail
8777,90.6,3.5,89.3,Yes,Pass
8778,59.7,2.8,74.2,Yes,Pass
8779,71.6,8.3,75.1,Yes,Pass
8780,60.9,11.8,62.2,Yes,Pass
8781,69.2,3.1,89.0,Yes,Pass
8782,90.2,1.0,79.2,Yes,Pass
8783,76.6,4.7,56.4,Yes,Pass
8784,100.0,2.0,90.2,Yes,Fail
8785,77.9,1.7,76.6,Yes,Pass
8786,75.9,2.4,96.5,No,Pass
8787,76.6,2.3,83.2,No,Fail
8788,65.4,5.5,69.6,Yes,Fail
8789,74.1,6.4,75.1,Yes,Pass
8790,91.9,5.1,83.9,Yes,Pass
8791,76.7,2.0,100.0,Yes,Pass
8792,63.1,2.1,78.3,Yes,Pass
8793,61.1,3.9,56.5,Yes,Pass
8794,68.2,3.2,71.7,Yes,Fail
8795,76.1,4.2,77.8,Yes,Pass
8796,92.9,5.4,75.4,Yes,Pass
8797,54.9,3.9,49.6,Yes,Fail
8798,70.2,6.1,81.1,Yes,Pass
8799,77.2,4.8,70.6,No,Pass
8800,47.5,6.2,76.2,Yes,Fail
8801,62.5,1.6,71.3,Yes,Pass
8802,64.8,0.9,67.7,Yes,Pass
8803,63.1,2.0,47.4,Yes,Fail
8804,77.9,8.0,91.2,Yes,Pass
8805,72.6,4.8,79.2,Yes,Pass
8806,66.7,2.6,68.9,Yes,Fail
8807,81.4,2.3,71.8,Yes,Pass
8808,100.0,6.5,100.0,Yes,Pass
8809,99.6,4.9,79.2,Yes,Pass
8810,46.2,1.3,59.4,No,Fail
8811,83.7,1.3,87.5,Yes,Pass
8812,72.3,6.1,90.7,Yes,Pass
8813,77.3,2.5,76.5,No,Pass
8814,69.0,1.1,67.2,Yes,Fail
8815,76.8,1.0,77.3,Yes,Fail
8816,77.3,5.5,87.7,Yes,Pass
8817,66.3,2.6,84.4,Yes,Fail
8818,61.6,6.8,57.0,Yes,Fail
8819,68.3,4.3,75.3,Yes,Pass
8820,78.5,3.0,64.9,Yes,Pass
8821,84.0,4.1,90.8,Yes,Pass
8822,87.8,12.8,88.1,Yes,Pass
8823,67.6,1.8,64.6,Yes,Fail
8824,79.3,8.8,95.0,Yes,Pass
8825,89.4,6.2,88.1,No,Pass
8826,92.5,2.7,88.5,Yes,Pass
8827,74.1,6.2,75.3,Yes,Pass
8828,71.7,4.7,75.8,Yes,Pass
8829,77.9,3.8,75.1,Yes,Pass
8830,57.8,3.2,61.5,No,Fail
8831,72.1,7.7,88.3,Yes,Pass
8832,86.2,4.2,78.2,Yes,Pass
8833,84.6,2.0,77.0,Yes,Pass
8834,70.9,4.0,74.2,Yes,Pass
8835,78.3,1.1,93.4,Yes,Fail
8836,62.6,2.5,82.6,Yes,Pass
8837,85.6,6.0,78.9,Yes,Pass
8838,73.8,1.8,89.2,Yes,Pass
8839,70.9,15.9,76.5,Yes,Pass
8840,69.6,0.5,66.4,Yes,Fail
8841,74.1,3.1,72.3,No,Pass
8842,68.3,6.4,87.9,Yes,Fail
8843,84.9,1.1,100.0,Yes,Pass
8844,69.1,6.5,77.7,Yes,Pass
8845,98.9,6.2,83.8,Yes,Pass
8846,97.0,3.3,87.3,Yes,Pass
8847,61.6,2.0,63.2,Yes,Pass
8848,76.0,4.2,71.8,Yes,Pass
8849,65.2,6.0,65.4,Yes,Fail
8850,70.1,2.2,74.3,Yes,Fail
8851,100.0,3.8,91.2,No,Fail
8852,70.4,1.2,73.7,Yes,Pass
8853,80.4,7.1,78.0,Yes,Pass
8854,83.1,11.5,89.2,Yes,Pass
8855,60.0,2.9,67.7,Yes,Fail
8856,62.2,2.4,69.4,Yes,Fail
8857,56.9,8.1,66.7,Yes,Pass
8858,61.7,8.1,86.3,Yes,Pass
8859,32.2,6.6,51.2,Yes,Fail
8860,83.2,1.5,87.6,No,Pass
8861,100.0,0.2,82.5,Yes,Pass
8862,77.2,3.7,82.1,No,Pass
8863,53.8,5.5,72.4,Yes,Pass
8864,65.4,2.9,83.5,Yes,Pass
8865,68.1,7.9,70.2,Yes,Pass
8866,59.7,2.5,58.7,Yes,Fail
8867,87.9,0.9,76.1,Yes,Fail
8868,87.2,2.9,93.2,Yes,Pass
8869,57.7,5.2,89.7,Yes,Fail
8870,85.9,1.7,91.3,Yes,Pass
8871,97.9,4.8,76.3,Yes,Pass
8872,100.0,3.7,98.0,Yes,Pass
8873,100.0,11.4,80.6,Yes,Pass
8874,61.5,7.3,67.3,Yes,Pass
8875,100.0,16.9,91.9,Yes,Pass
8876,69.7,1.4,78.4,No,Fail
8877,66.1,9.0,73.7,Yes,Pass
8878,79.9,0.6,73.9,Yes,Fail
8879,66.3,7.7,83.7,Yes,Pass
8880,81.0,0.8,75.2,Yes,Pass
8881,55.2,6.4,80.1,Yes,Pass
8882,71.4,4.9,62.1,Yes,Pass
8883,94.3,5.3,89.3,Yes,Pass
8884,74.1,0.5,64.8,Yes,Fail
8885,77.1,6.1,70.2,Yes,Fail
8886,82.1,0.9,75.9,Yes,Pass
8887,92.6,11.4,100.0,Yes,Pass
8888,50.2,2.3,78.2,Yes,Fail
8889,83.8,3.1,90.6,Yes,Pass
8890,71.0,9.0,75.8,Yes,Pass
8891,77.5,4.3,80.6,Yes,Pass
8892,90.9,4.3,98.1,Yes,Pass
8893,57.1,5.7,75.6,Yes,Pass
8894,59.8,1.8,70.1,Yes,Fail
8895,46.0,2.3,77.9,Yes,Fail
8896,66.8,4.4,81.5,Yes,Pass
8897,95.0,11.9,89.9,Yes,Pass
8898,73.2,6.8,72.0,No,Pass
8899,54.9,7.1,62.0,No,Pass
8900,67.7,9.5,70.5,Yes,Pass
8901,52.7,8.0,70.9,No,Pass
8902,58.1,6.6,77.4,Yes,Pass
8903,80.8,3.6,66.0,Yes,Pass
8904,57.4,1.7,49.2,No,Pass
8905,91.7,1.9,76.3,Yes,Pass
8906,73.9,8.5,72.9,Yes,Pass
8907,76.3,6.0,90.1,Yes,Pass
8908,70.8,0.2,72.6,Yes,Fail
8909,86.6,4.2,85.8,Yes,Pass
8910,86.7,0.4,87.5,Yes,Fail
8911,80.0,3.6,69.8,Yes,Fail
8912,83.5,8.1,96.3,Yes,Pass
8913,71.8,6.0,69.3,Yes,Pass
8914,83.1,3.1,97.1,Yes,Pass
8915,69.9,4.7,73.7,Yes,Pass
8916,,2.4,74.1,Yes,Pass
8917,70.9,1.3,64.3,Yes,Fail
8918,68.1,2.2,76.0,Yes,Pass
8919,64.7,7.6,94.9,Yes,Pass
8920,82.0,9.2,85.1,Yes,Pass
8921,94.7,7.8,90.1,Yes,Pass
8922,92.6,7.2,79.6,Yes,Pass
8923,,1.6,74.0,Yes,Fail
8924,94.3,3.3,88.7,Yes,Pass
8925,70.2,3.6,74.5,Yes,Pass
8926,84.0,2.8,86.9,Yes,Pass
8927,61.4,1.7,52.5,Yes,Fail
8928,77.1,4.9,77.5,No,Pass
8929,79.7,4.7,67.9,No,Fail
8930,52.7,3.3,66.6,Yes,Fail
8931,84.1,10.6,74.8,No,Pass
8932,95.2,2.9,81.0,Yes,Pass
8933,,3.8,62.9,Yes,Fail
8934,95.4,1.1,98.9,Yes,Pass
8935,72.2,6.7,69.3,Yes,Pass
8936,87.7,9.0,77.6,Yes,Pass
8937,41.7,1.0,76.2,Yes,Fail
8938,100.0,5.7,95.7,Yes,Pass
8939,97.4,3.1,68.4,Yes,Pass
8940,70.7,6.9,89.2,Yes,Pass
8941,45.4,5.0,79.2,No,Pass
8942,79.3,5.0,95.2,No,Pass
8943,53.3,4.7,73.3,No,Fail
8944,81.7,12.4,69.8,Yes,Pass
8945,81.2,1.3,80.1,Yes,Pass
8946,60.9,0.4,56.0,Yes,Fail
8947,,6.7,77.2,Yes,Pass
8948,87.1,1.6,72.4,Yes,Fail
8949,89.6,7.1,78.5,Yes,Pass
8950,75.1,6.5,79.2,Yes,Pass
8951,53.8,2.2,62.5,Yes,Fail
8952,89.7,19.3,80.0,Yes,Pass
8953,70.9,10.1,72.5,Yes,Pass
8954,54.2,3.9,82.1,Yes,Pass
8955,95.3,4.8,100.0,Yes,Pass
8956,100.0,8.6,85.5,Yes,Pass
8957,74.4,1.4,80.6,Yes,Pass
8958,100.0,5.7,81.6,Yes,Pass
8959,,3.8,85.9,No,Fail
8960,69.3,10.3,69.9,Yes,Pass
8961,65.5,0.7,65.6,Yes,Pass
8962,99.6,5.0,100.0,Yes,Pass
8963,63.3,1.4,58.1,Yes,Fail
8964,86.0,5.8,58.5,Yes,Pass
8965,66.6,4.3,80.6,No,Pass
8966,68.1,4.7,70.4,Yes,Pass
8967,90.5,7.3,78.8,Yes,Pass
8968,69.3,6.2,100.0,Yes,Pass
8969,,2.4,81.8,Yes,Fail
8970,,0.5,85.4,Yes,Pass
8971,99.0,0.8,82.4,Yes,Pass
8972,84.7,2.5,86.8,Yes,Pass
8973,65.2,4.7,55.3,Yes,Fail
8974,67.3,4.0,68.5,Yes,Pass
8975,76.2,4.8,77.7,No,Pass
8976,79.8,8.8,82.0,Yes,Pass
8977,60.2,2.6,68.7,Yes,Fail
8978,85.8,7.0,76.0,Yes,Pass
8979,76.3,4.6,87.4,Yes,Pass
8980,49.3,9.4,48.1,Yes,Pass
8981,61.1,5.0,67.8,Yes,Pass
8982,67.4,11.6,68.5,Yes,Pass
8983,73.9,6.6,87.1,Yes,Pass
8984,100.0,8.2,85.4,Yes,Pass
8985,78.6,2.5,83.7,Yes,Pass
8986,62.4,9.3,74.5,No,Pass
8987,78.3,11.7,60.8,Yes,Pass
8988,69.7,6.1,74.2,Yes,Pass
8989,79.9,3.4,62.5,Yes,Pass
8990,83.7,8.4,85.4,Yes,Pass
8991,93.1,7.0,79.2,Yes,Pass
8992,74.6,14.0,89.2,Yes,Pass
8993,99.6,5.9,88.0,Yes,Pass
8994,88.6,3.9,76.6,Yes,Pass
8995,64.4,4.5,84.2,Yes,Fail
8996,100.0,2.1,81.3,No,Pass
8997,79.9,3.3,88.9,Yes,Fail
8998,62.5,0.7,75.9,No,Fail
8999,99.8,3.7,86.2,Yes,Pass
9000,100.0,8.5,76.6,Yes,Pass
9001,74.5,14.9,89.7,Yes,Pass
9002,67.4,3.1,78.7,Yes,Fail
9003,72.4,6.4,68.5,Yes,Pass
9004,85.7,3.9,85.3,Yes,Pass
9005,94.2,3.1,97.2,Yes,Pass
9006,83.6,1.7,82.9,Yes,Pass
9007,76.5,11.0,80.6,Yes,Pass
9008,97.5,1.0,99.1,Yes,Pass
9009,70.3,5.7,90.5,No,Pass
9010,90.5,1.2,84.1,Yes,Fail
9011,70.7,2.7,62.0,Yes,Fail
9012,81.5,10.6,67.7,Yes,Pass
9013,73.3,1.6,69.7,Yes,Pass
9014,74.2,5.3,67.8,Yes,Fail
9015,69.3,9.3,57.8,Yes,Pass
9016,95.2,5.5,100.0,Yes,Pass
9017,64.0,5.7,77.3,Yes,Pass
9018,63.9,5.5,66.7,Yes,Pass
9019,100.0,8.1,89.7,Yes,Pass
9020,89.7,9.2,67.0,Yes,Pass
9021,39.2,5.0,71.2,Yes,Fail
9022,66.5,4.4,53.8,Yes,Fail
9023,47.8,1.2,69.0,Yes,Fail
9024,60.7,2.2,52.0,Yes,Pass
9025,27.9,5.4,49.8,Yes,Fail
9026,72.9,0.7,88.9,Yes,Pass
9027,57.9,2.0,52.6,Yes,Fail
9028,75.9,3.2,76.5,Yes,Fail
9029,50.6,1.5,71.6,Yes,Fail
9030,76.2,2.0,82.7,Yes,Fail
9031,68.8,5.7,75.1,No,Pass
9032,97.5,3.8,93.7,Yes,Pass
9033,96.2,6.8,82.0,Yes,Pass
9034,,3.1,100.0,Yes,Pass
9035,70.1,3.8,58.9,No,Fail
9036,100.0,4.9,100.0,Yes,Pass
9037,51.7,2.1,67.7,Yes,Fail
9038,53.9,5.9,73.1,Yes,Fail
9039,73.7,1.7,84.8,Yes,Fail
9040,100.0,2.3,95.6,Yes,Pass
9041,72.0,2.7,67.9,No,Pass
9042,72.3,2.5,73.3,Yes,Pass
9043,53.4,4.3,52.2,Yes,Fail
9044,89.2,2.5,81.6,No,Pass
9045,89.3,3.6,87.9,Yes,Pass
9046,86.8,8.8,89.5,Yes,Pass
9047,65.6,9.3,76.7,Yes,Pass
9048,64.4,0.0,54.6,Yes,Fail
9049,55.6,5.7,62.2,Yes,Pass
9050,76.3,0.6,71.5,Yes,Fail
9051,58.8,6.0,56.3,Yes,Fail
9052,57.3,7.8,60.3,Yes,Fail
9053,68.6,2.8,74.3,Yes,Fail
9054,67.7,9.5,88.0,Yes,Pass
9055,66.9,2.2,63.9,Yes,Fail
9056,82.0,8.5,69.7,Yes,Pass
9057,76.2,7.7,72.1,Yes,Fail
9058,70.7,1.1,78.7,No,Pass
9059,77.7,3.0,91.1,Yes,Pass
9060,60.1,0.9,69.2,Yes,Fail
9061,76.6,1.5,63.8,Yes,Fail
9062,77.3,9.7,66.3,Yes,Pass
9063,52.5,5.9,68.1,No,Pass
9064,89.9,2.5,94.9,No,Pass
9065,61.8,0.6,89.1,No,Pass
9066,76.4,0.8,66.4,Yes,Pass
9067,92.5,3.6,87.6,Yes,Pass
9068,,10.0,74.2,Yes,Pass
9069,75.5,7.1,68.8,Yes,Pass
9070,69.6,3.7,65.0,Yes,Pass
9071,89.2,3.7,81.3,Yes,Pass
9072,85.1,5.0,73.7,Yes,Fail
9073,65.7,8.8,97.6,Yes,Pass
9074,63.1,1.8,67.0,No,Fail
9075,43.9,4.9,71.8,Yes,Fail
9076,77.3,1.4,72.1,Yes,Pass
9077,,4.7,99.2,Yes,Pass
9078,92.0,3.7,89.4,Yes,Pass
9079,80.4,0.9,88.6,Yes,Fail
9080,95.0,5.0,81.6,Yes,Pass
9081,64.5,2.7,82.0,Yes,Fail
9082,92.1,3.0,89.4,No,Pass
9083,67.1,2.0,69.8,Yes,Fail
9084,86.7,4.6,72.6,Yes,Pass
9085,53.1,4.3,64.2,Yes,Fail
9086,78.5,6.8,76.0,Yes,Pass
9087,,5.4,71.3,No,Pass
9088,71.0,2.0,73.2,Yes,Pass
9089,81.6,7.1,61.6,Yes,Pass
9090,67.2,8.3,80.1,Yes,Pass
9091,59.2,2.2,82.5,Yes,Pass
9092,87.7,3.2,67.2,Yes,Fail
9093,73.4,2.7,94.7,Yes,Pass
9094,67.7,4.2,87.8,Yes,Pass
9095,75.6,2.1,71.5,Yes,Fail
9096,100.0,6.7,78.8,Yes,Pass
9097,92.3,1.7,96.7,Yes,Pass
9098,92.4,3.0,72.5,Yes,Fail
9099,81.5,5.3,74.1,Yes,Pass
9100,77.5,4.2,65.6,Yes,Pass
9101,39.1,4.4,59.6,Yes,Fail
9102,64.8,1.5,87.1,Yes,Fail
9103,,3.7,77.6,Yes,Pass
9104,46.9,8.1,73.6,Yes,Pass
9105,57.6,6.5,65.3,Yes,Pass
9106,45.3,3.2,63.6,Yes,Fail
9107,74.4,4.2,64.9,Yes,Fail
9108,87.3,4.8,82.7,Yes,Pass
9109,91.6,9.5,78.3,Yes,Pass
9110,81.2,2.8,79.0,Yes,Pass
9111,60.5,6.4,68.0,Yes,Pass
9112,46.0,4.2,59.9,Yes,Fail
9113,48.6,8.1,85.4,Yes,Pass
9114,56.0,8.6,85.7,Yes,Pass
9115,61.7,4.4,85.0,No,Fail
9116,72.6,2.5,94.3,Yes,Pass
9117,59.8,7.9,84.1,No,Pass
9118,,4.1,79.8,Yes,Pass
9119,71.5,1.3,74.5,Yes,Fail
9120,75.2,1.0,80.0,Yes,Pass
9121,92.1,4.1,83.9,Yes,Pass
9122,57.3,0.2,58.2,Yes,Fail
9123,81.3,2.7,83.6,Yes,Pass
9124,74.8,8.3,61.7,Yes,Fail
9125,70.0,9.3,76.4,No,Pass
9126,88.3,8.3,74.2,No,Pass
9127,88.2,4.2,83.3,Yes,Pass
9128,,2.0,72.3,Yes,Fail
9129,72.3,8.9,72.6,Yes,Pass
9130,79.2,4.6,63.2,Yes,Pass
9131,70.9,1.2,63.6,No,Pass
9132,83.8,4.3,86.5,Yes,Pass
9133,79.2,7.9,74.0,Yes,Pass
